formulaRank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	mappingFeatureId
1	C17H29NO4	[M - H2O + H]+	C17H28NO3+	22.666	18.818	3.848	9	0.846	1.709	1.709	-61217.346		294.206	414	592790934414869784	592789436955993119	475
1	C19H32O	[M + H3N + H]+	C19H36NO+	243.756	239.938	3.818	51	0.936	-3.305	3.305	0.268		294.279	519	592791255052638196	592789437014713380	479
1	C13H11NO6	[M + H3N + H]+	C13H15N2O6+	107.859	104.283	3.575	34	0.945	-1.108	1.522	0.093		295.092	207	592790080462922604	592789437073433641	481
1	C15H24N2O5	[M - H2O + H]+	C15H23N2O4+	14.500	10.771	3.729	3	0.913	-0.109	0.141	-61018.094		295.165	48	592790035613210376	592789437136348206	482
1	C17H26O4	[M + H]+	C17H27O4+	108.835	102.686	6.149	31	0.999	-0.338	0.875	0.421		295.191	548	592791389291338712	592789437199262771	483
1	C17H26O4	[M + H]+	C17H27O4+	71.798	67.976	3.822	9	0.988	-0.210	1.170	0.285		295.190	561	592791487131869856	592789437253788728	484
1	C17H26O4	[M + H]+	C17H27O4+	55.124	51.262	3.862	5	0.729	0.868	0.868	0.251		295.190	634	592792092776792303	592789437316703293	485
1	C17H26O4	[M + H]+	C17H27O4+	70.819	67.164	3.655	17	0.997	-0.178	0.524	0.285		295.190	471	592791103223025217	592789437383812162	486
1	C17H27O4	[M + H]+	C17H28O4+	73.878	70.104	3.774	27	0.996	2.863	2.863	0.504		296.198	615	592791938153773472	592789437455115335	488
1	C20H27NO2	[M - H2O + H]+	C20H26NO+	20.217	16.375	3.843	5	1.000	-0.909	1.064	-60805.990		296.201	436	592790802625641830	592789437518029900	489
1	C18H30O2	[M + H3N + H]+	C18H34NO2+	147.103	143.254	3.849	44	0.979	0.158	0.440	0.318		296.259	661	592792294036277951	592789437572555857	491
1	C18H34O4	[M - H2O + H]+	C18H33O3+	216.711	213.038	3.673	45	0.961	2.304	2.304	-60591.965		297.242	542	592791427434339679	592789437643859030	493
1	C17H29NO2	[M + H3N + H]+	C17H33N2O2+	115.351	115.351	0.000	37	0.815	-1.108	1.415	0.018		297.254	347	592790155868130556	592789437715162203	494
1	C17H29NO2	[M + H3N + H]+	C17H33N2O2+	111.408	107.662	3.746	35	0.763	-1.810	2.354	0.152		297.254	352	592790495292207841	592789437782271072	495
1	C19H38O3	[M - H2O + H]+	C19H37O2+	271.062	267.284	3.778	48	0.967	-2.014	2.084	-60584.497		297.279	731	592793405392627876	592789437853574245	496
1	C11H19N5O5S	[M - H4O2 + H]+	C11H16N5O3S+	22.580	20.254	2.326	8	1.000	-3.546	3.546	-120836.844		298.097	176	592790142073060084	592789437920683114	497
1	C14H16O6	[M + H3N + H]+	C14H20NO6+	214.662	210.950	3.711	46	0.880	-1.320	1.320	0.155		298.129	277	592790271354110172	592789437987791983	498
1	C20H29NO2	[M - H2O + H]+	C20H28NO+	19.883	15.978	3.905	5	0.992	-0.278	1.073	-60394.041		298.217	467	592791129756192634	592789438050706548	499
1	C18H32O2	[M + H3N + H]+	C18H36NO2+	218.729	212.652	6.077	53	0.971	-2.017	2.017	-0.154		298.274	498	592791175054676924	592789438113621113	500
1	C18H32O2	[M + H3N + H]+	C18H36NO2+	280.342	276.526	3.816	56	0.974	-2.374	2.374	0.282		298.274	636	592792173005440384	592789438176535678	501
1	C17H31NO2	[M + H3N + H]+	C17H35N2O2+	59.394	55.701	3.693	21	0.716	-0.625	1.334	0.218		299.269	376	592790538917164826	592789438239450243	502
1	C14H23NO5S	[M - H2O + H]+	C14H22NO4S+	61.059	57.410	3.649	34	0.873	3.317	3.317	-60010.162		300.126	303	592790266912341829	592789438302364808	503
1	C12H26O7	[M + H3N + H]+	C12H30NO7+	37.585	37.585	0.000	7	0.110	-1.217	1.217	-0.096		300.202	196	592790141410359834	592789438365279373	504
1	C18H27N3O2	[M - H2O + H]+	C18H26N3O+	18.588	15.001	3.588	4	0.997	1.795	1.795	-59994.020		300.207	234	592790119247656684	592789438428193938	505
1	C18H22N2O	[M + H3N + H]+	C18H26N3O+	224.526	221.280	3.246	54	0.856	1.750	1.750	1.236		300.207	374	592790543346349957	592789438503691415	506
1	C15H28N2O4	[M + H]+	C15H29N2O4+	18.885	15.304	3.580	2	1.000	-0.305	0.379	0.386		301.212	48	592790037773278193	592789438566605980	507
1	C20H32O4	[M - H4O2 + H]+	C20H29O2+	339.344	335.689	3.655	59	1.000	-1.068	1.308	-119584.947		301.216	575	592791594858374815	592789438642103457	508
1	C18H24N2O	[M + H3N + H]+	C18H28N3O+	124.238	122.472	1.766	36	0.836	1.733	1.733	7.217		302.225	656	592792398587694498	592789438721795238	511
1	C20H35NO3	[M - H4O2 + H]+	C20H32NO+	70.474	66.605	3.870	26	1.000	2.656	2.656	-119177.573		302.248	497	592791278435883324	592789438826652843	512
1	C20H35NO3	[M - H4O2 + H]+	C20H32NO+	52.984	49.071	3.913	27	0.930	2.224	2.271	-119177.610		302.248	464	592791080687029324	592789438918927536	513
1	C18H39NO2	[M + H]+	C18H40NO2+	47.264	43.420	3.844	17	0.873	0.382	1.095	-0.450		302.305	501	592791166796092141	592789439011202229	514
1	C15H16N2O6	[M - H2O + H]+	C15H15N2O5+	29.399	25.728	3.671	10	0.986	0.224	0.234	-59421.426		303.098	301	592790315943759433	592789439132837050	515
1	C14H20N2O4	[M + Na]+	C14H20N2NaO4+	25.684	22.051	3.633	3	0.952	0.468	0.468	0.238		303.132	55	592790044534499068	592789439216723135	516
1	C19H28O4	[M - H2O + H]+	C19H27O3+	260.757	256.934	3.823	58	0.999	-0.077	0.627	-59401.826		303.196	668	592792705925323368	592789439283832004	517
1	C20H34O4	[M - H4O2 + H]+	C20H31O2+	331.152	327.479	3.673	59	1.000	-1.185	1.185	-118789.892		303.232	625	592791927491852397	592789439342552265	519
1	C17H34O4	[M + H]+	C17H35O4+	74.277	70.454	3.823	18	0.995	0.406	0.483	0.409		303.253	601	592791813863960656	592789439397078222	520
1	C18H29NO5	[M - H4O2 + H]+	C18H26NO3+	107.875	101.631	6.244	55	0.988	2.701	2.701	-118416.230		304.191	411	592790891897209302	592789439455798483	522
1	C18H29NO5	[M - H4O2 + H]+	C18H26NO3+	42.036	38.154	3.882	25	0.942	2.636	2.636	-118416.561		304.191	388	592790483447493320	592789439510324440	523
1	C18H29NO5	[M - H4O2 + H]+	C18H26NO3+	41.681	37.917	3.764	21	0.842	2.094	2.094	-118415.715		304.191	372	592790464975776119	592789439564850397	524
1	C19H31NO3	[M - H2O + H]+	C19H30NO2+	69.378	65.636	3.742	33	0.987	2.709	2.709	-59202.046		304.227	421	592790901833515873	592789439619376354	526
1	C20H37NO3	[M - H4O2 + H]+	C20H34NO+	24.100	20.190	3.911	19	0.775	2.138	2.138	-118388.059		304.263	487	592791083979558066	592789439678096615	527
1	C17H37NO3	[M + H]+	C17H38NO3+	47.810	44.032	3.778	11	0.927	-4.809	4.809	0.163		304.285	469	592791021077579658	592789439741011180	528
1	C17H37NO3	[M + H]+	C17H38NO3+	62.482	58.707	3.775	13	0.947	-2.298	2.298	0.097		304.285	478	592791141852565576	592789439803925745	529
1	C17H37NO3	[M + H]+	C17H38NO3+	46.419	42.642	3.777	11	0.887	-4.663	4.663	0.130		304.285	466	592791061418396301	592789439866840310	530
1	C21H41NO2	[M - H4O2 + H]+	C21H38N+	12.307	6.158	6.148	5	0.992	-1.819	1.819	-118374.659		304.300	529	592791184798045445	592789439929754875	531
1	C11H13NO6S	[M + H3N + H]+	C11H17N2O6S+	235.864	232.547	3.317	53	0.955	-2.099	2.099	0.152		305.080	177	592790117708346854	592789439984280832	532
1	C15H13NO5	[M + H3N + H]+	C15H17N2O5+	62.445	58.773	3.672	18	0.992	-0.298	0.298	-0.453		305.113	217	592790089627480648	592789440043001093	533
1	C19H30O4	[M - H2O + H]+	C19H29O3+	242.592	236.375	6.216	60	1.000	-1.957	1.957	-59009.773		305.211	612	592791894797252120	592789440110109962	534
1	C19H30O4	[M - H2O + H]+	C19H29O3+	205.866	201.999	3.867	49	0.932	-1.620	1.640	-59009.738		305.211	536	592791402855718001	592789440177218831	535
1	C20H36O4	[M - H4O2 + H]+	C20H33O2+	336.997	333.219	3.778	59	1.000	-1.030	1.030	-118006.143		305.248	678	592792943033523840	592789440248522004	536
1	C20H36O4	[M - H4O2 + H]+	C20H33O2+	300.009	296.179	3.829	55	0.989	-2.206	2.206	-118005.887		305.248	645	592792231931217927	592789440340796697	537
1	C18H29NO4	[M - H2O + H]+	C18H28NO3+	26.198	20.041	6.157	10	0.995	2.261	2.261	-58818.802		306.206	373	592790457522496327	592789440433071390	540
1	C18H31NO5	[M - H4O2 + H]+	C18H28NO3+	29.048	25.233	3.815	18	0.927	2.762	2.762	-117636.519		306.206	400	592790520927794368	592789440504374563	541
1	C18H31NO5	[M - H4O2 + H]+	C18H28NO3+	49.049	45.349	3.700	15	0.661	2.666	2.666	-117636.737		306.206	411	592790908687008750	592789440592454952	542
1	C20H37NO2	[M - H2O + H]+	C20H36NO+	6.563	2.638	3.925	2	0.964	1.316	1.487	-58804.589		306.279	518	592791232889935634	592789440663758125	543
1	C17H27NO5	[M - H2O + H]+	C17H26NO4+	48.363	42.102	6.260	10	0.988	3.413	3.413	-58440.790		308.186	326	592790274579530784	592789440743449906	544
1	C17H27NO5	[M - H2O + H]+	C17H26NO4+	45.772	42.039	3.734	22	0.960	3.125	3.125	-58440.996		308.186	299	592790268103524331	592789440810558775	545
1	C18H31NO4	[M - H2O + H]+	C18H30NO3+	11.870	8.004	3.866	6	0.991	2.088	2.088	-58434.151		308.222	405	592790759520778939	592789440881861948	546
1	C18H31NO4	[M - H2O + H]+	C18H30NO3+	22.347	18.587	3.760	7	0.894	1.935	1.935	-58433.567		308.222	431	592790990400439739	592789440953165121	547
1	C14H26N2O4	[M + Na]+	C14H26N2NaO4+	18.528	14.893	3.635	1	1.000	-0.688	0.795	0.103		309.179	55	592790051660628023	592789441011885382	548
1	C18H30O5	[M - H2O + H]+	C18H29O4+	40.641	36.840	3.801	8	1.000	2.057	2.057	-58248.380		309.206	566	592791673782594080	592789441078994251	549
1	C18H30O5	[M - H2O + H]+	C18H29O4+	33.406	27.244	6.163	6	1.000	0.184	0.184	-58247.627		309.206	634	592792155481638091	592789441137714512	550
1	C18H30O5	[M - H2O + H]+	C18H29O4+	95.508	91.643	3.864	15	0.988	2.333	2.333	-58247.182		309.206	549	592791448703655801	592789441196434773	551
1	C19H34O4	[M - H2O + H]+	C19H33O3+	277.073	273.176	3.898	50	0.975	-2.429	2.534	-58240.793		309.242	578	592791687619603121	592789441263543642	554
1	C19H34O4	[M - H2O + H]+	C19H33O3+	142.246	138.402	3.844	25	0.964	-1.981	2.373	-58240.622		309.243	566	592791706846292880	592789441334846815	555
1	C18H32N2O2	[M + H]+	C18H33N2O2+	43.356	39.598	3.758	10	0.371	-1.840	2.212	0.179		309.254	339	592790153536096946	592789441401955684	556
1	C18H21N3OS	[M - H2O + H]+	C18H20N3S+	88.943	86.738	2.204	53	0.900	-1.665	2.280	-58066.386		310.139	577	592791590638904858	592789441464870249	557
1	C17H31NO4S	[M - H4O2 + H]+	C17H28NO2S+	35.964	32.182	3.782	18	1.000	2.536	2.536	-116128.609		310.183	301	592790208049475998	592789441531979118	558
1	C17H29NO5	[M - H2O + H]+	C17H28NO4+	25.475	21.638	3.837	9	0.979	2.536	2.536	-58061.083		310.201	332	592790225984321722	592789441594893683	559
1	C17H29NO5	[M - H2O + H]+	C17H28NO4+	34.164	30.372	3.792	7	1.000	2.436	2.436	-58061.083		310.201	359	592790453407882537	592789441657808248	560
1	C18H31O5	[M - H2O + H]+	C18H30O4+	69.317	65.563	3.754	14	0.972	1.767	1.767	-58058.136		310.214	665	592792566989001857	592789441729111421	561
1	C21H29NO2	[M - H2O + H]+	C21H28NO+	22.161	15.844	6.316	5	1.000	-0.783	1.301	-58058.419		310.216	429	592790989066651015	592789441808803202	562
1	C20H36O	[M + H3N + H]+	C20H40NO+	262.253	258.406	3.847	47	0.874	-2.780	2.780	0.060		310.310	704	592793073275053138	592789441875912071	563
1	C12H20N2O6	[M + Na]+	C12H20N2NaO6+	139.507	135.984	3.523	51	0.986	-1.944	2.163	0.202		311.121	62	592790055267731879	592789441947215244	565
1	C14H18N2O3S	[M + H3N + H]+	C14H22N3O3S+	77.362	75.109	2.253	38	0.728	-2.455	2.455	-5.059		312.136	577	592791561748538603	592789442018518417	567
1	C16H29NO5S	[M - H4O2 + H]+	C16H26NO3S+	93.056	89.358	3.697	28	0.990	2.884	2.884	-115392.527		312.163	334	592790184481678468	592789442089821590	568
1	C19H31NO	[M + Na]+	C19H31NNaO+	21.868	20.569	1.299	4	1.000	-1.283	1.283	0.752		312.230	594	592791834072117926	592789442152736155	569
1	C21H31NO2	[M - H2O + H]+	C21H30NO+	19.502	15.603	3.899	5	1.000	-0.744	1.301	-57683.312		312.232	455	592791007316068084	592789442215650720	570
1	C19H34O2	[M + H3N + H]+	C19H38NO2+	101.658	97.870	3.788	42	0.975	-1.358	1.378	0.109		312.290	519	592791228267812610	592789442580555173	571
1	C21H42	[M + H3N + H]+	C21H46N+	10.519	6.637	3.881	2	0.267	-6.935	6.935	0.202		312.363	615	592791901256480408	592789442668635562	572
1	C17H28O5	[M + H]+	C17H29O5+	34.559	30.759	3.799	3	1.000	0.685	0.685	0.541		313.201	469	592791079118359546	592789442731550127	573
1	C19H38O4	[M - H2O + H]+	C19H37O3+	92.767	88.956	3.811	19	0.932	-3.237	3.237	-57490.962		313.274	659	592792394741517676	592789442802853300	574
1	C19H38O4	[M - H2O + H]+	C19H37O3+	90.583	86.788	3.794	18	0.949	-3.617	3.919	-57491.063		313.274	649	592792305851632525	592789442865767865	575
1	C19H38O4	[M - H2O + H]+	C19H37O3+	81.753	77.987	3.766	16	0.723	-3.919	3.919	-57490.861		313.274	616	592791901839488669	592789442932876734	576
1	C16H23N2O2	[M + K]+	C16H23KN2O2+	20.957	20.957	0.000	20	0.931	3.213	3.213	9.196		314.142	318	592790155742301342	592789443004179907	577
1	C17H28O4	[M + H3N + H]+	C17H32NO4+	42.889	39.178	3.712	14	1.000	1.099	1.099	-0.588		314.232	388	592790475545424336	592789443079677384	578
1	C18H18O5	[M + H]+	C18H19O5+	17.728	13.874	3.854	1	1.000	-0.747	1.105	0.349		315.123	549	592791472611188974	592789443146786253	580
1	C16H30N2O4	[M + H]+	C16H31N2O4+	19.421	13.431	5.990	1	1.000	-0.588	0.773	0.178		315.228	72	592790044878432182	592789443213895122	582
1	C16H30N2O4	[M + H]+	C16H31N2O4+	17.122	13.464	3.658	1	0.990	-0.160	0.480	0.337		315.228	48	592790035776788326	592789443285198295	583
1	C16H30N2O4	[M + H]+	C16H31N2O4+	19.485	13.489	5.995	1	1.000	-0.197	0.197	0.210		315.228	53	592790049932573178	592789443360695772	584
1	C15H27NO5S	[M - H2O + H]+	C15H26NO4S+	36.660	32.978	3.682	17	0.992	2.534	2.534	-56967.147		316.158	354	592790537071671013	592789443431998945	585
1	C16H26O5	[M + H3N + H]+	C16H30NO5+	54.210	50.423	3.787	15	0.989	-3.043	3.043	0.002		316.212	229	592790086305591029	592789443490719206	586
1	C17H35NO5	[M - H2O + H]+	C17H34NO4+	36.265	32.485	3.780	12	1.000	-3.175	3.175	-56950.670		316.248	417	592790874339852449	592789443545245163	588
1	C21H37NO3	[M - H4O2 + H]+	C21H34NO+	45.158	38.912	6.247	22	0.992	2.555	2.555	-113896.619		316.263	523	592791198781855189	592789443603965424	589
1	C21H37NO3	[M - H4O2 + H]+	C21H34NO+	46.415	42.546	3.869	16	0.995	2.489	2.489	-113896.196		316.263	482	592791049246525821	592789443658491381	590
1	C18H34O3	[M + H3N + H]+	C18H38NO3+	74.996	71.146	3.850	12	0.914	-3.876	3.876	0.157		316.285	621	592791967102860203	592789443713017338	591
1	C18H34O3	[M + H3N + H]+	C18H38NO3+	179.651	175.830	3.821	44	0.936	-4.561	4.561	0.283		316.285	496	592791272568051908	592789443771737599	592
1	C19H38O2	[M + H3N + H]+	C19H42NO2+	23.591	19.708	3.883	5	0.976	0.004	0.200	0.107		316.321	583	592791707349609380	592789443830457860	593
1	C19H38O2	[M + H3N + H]+	C19H42NO2+	96.340	92.496	3.844	29	0.944	1.175	1.191	-0.019		316.321	563	592791707857120197	592789443901761033	594
1	C19H41NO2	[M + H]+	C19H42NO2+	35.639	29.537	6.102	11	0.975	-5.985	5.985	-1.220		316.321	505	592791146957033764	592789443973064206	596
1	C20H32O5	[M - H4O2 + H]+	C20H29O3+	194.901	190.980	3.922	55	0.972	-4.934	4.934	-113555.489		317.211	618	592792029543464713	592789444040173075	600
1	C21H36O4	[M - H4O2 + H]+	C21H33O2+	338.225	334.264	3.962	59	1.000	-0.151	0.617	-113542.625		317.248	686	592792997328789862	592789444111476248	602
1	C20H36N2O3	[M - H4O2 + H]+	C20H33N2O+	37.869	34.054	3.815	9	0.992	2.516	2.516	-113539.459		317.259	329	592790202026453549	592789444186973725	603
1	C15H24O6	[M + H3N + H]+	C15H28NO6+	48.288	44.593	3.695	12	0.996	2.422	2.422	-0.767		318.191	302	592790161287172635	592789444254082594	604
1	C19H31NO5	[M - H4O2 + H]+	C19H28NO3+	55.916	47.710	8.206	34	0.975	2.893	2.893	-113201.159		318.206	418	592790748657531379	592789444321191463	605
1	C19H31NO5	[M - H4O2 + H]+	C19H28NO3+	86.681	80.510	6.171	44	0.825	2.672	2.672	-113201.054		318.206	421	592790764973374253	592789444396688940	606
1	C19H31NO5	[M - H4O2 + H]+	C19H28NO3+	37.588	33.765	3.823	29	0.785	1.843	1.843	-113201.334		318.206	467	592791010457601880	592789444455409201	607
1	C20H33NO3	[M - H2O + H]+	C20H32NO2+	58.137	54.460	3.677	29	0.968	2.448	2.448	-56593.679		318.243	431	592790886209732952	592789444518323766	608
1	C16H15NO5	[M + H3N + H]+	C16H19N2O5+	108.089	108.089	0.000	26	0.967	-0.271	0.319	-2.156		319.128	210	592790077556268614	592789444581238331	609
1	C16H15NO5	[M + H3N + H]+	C16H19N2O5+	21.593	17.942	3.651	4	0.992	0.128	0.128	0.100		319.129	140	592790052436574956	592789444648347200	610
1	C19H30O6	[M - H4O2 + H]+	C19H27O4+	88.010	84.161	3.848	17	0.947	2.706	2.706	-112850.802		319.191	583	592791681407838832	592789444715456069	611
1	C15H30N2O5	[M + H]+	C15H31N2O5+	14.261	10.578	3.683	2	1.000	-1.269	1.269	0.161		319.223	75	592790048376484245	592789444778370634	612
1	C15H27NO5	[M + H3N + H]+	C15H31N2O5+	25.742	22.106	3.637	4	0.988	1.194	1.194	0.475		319.223	49	592790037962022004	592789444845479503	613
1	C20H32O4	[M - H2O + H]+	C20H31O3+	326.814	322.991	3.823	59	0.992	-0.835	1.068	-56419.115		319.227	604	592791783300066989	592789444916782676	614
1	C19H32N2O3	[M - H2O + H]+	C19H31N2O2+	22.153	18.372	3.781	5	0.984	2.563	2.563	-56417.472		319.238	370	592790472336781512	592789444983891545	615
1	C18H27N3O	[M + H3N + H]+	C18H31N4O+	20.480	16.880	3.600	3	0.902	0.463	0.463	-0.276		319.249	253	592790271903564186	592789445055194718	616
1	C21H38O4	[M - H4O2 + H]+	C21H35O2+	337.852	334.104	3.748	59	1.000	-1.641	1.641	-112825.640		319.263	698	592793216468592253	592789445126497891	617
1	C19H31NO4	[M - H2O + H]+	C19H30NO3+	40.919	34.743	6.177	14	0.988	2.544	2.544	-56244.289		320.222	402	592790547771340821	592789445189412456	618
1	C19H33NO5	[M - H4O2 + H]+	C19H30NO3+	24.025	20.291	3.735	11	1.000	1.471	1.471	-112487.220		320.222	445	592790896292840126	592789445248132717	619
1	C20H30O2	[M + H3N + H]+	C20H34NO2+	192.443	188.599	3.844	57	0.993	2.150	2.150	-0.736		320.258	463	592791140950790125	592789445311047282	620
1	C17H26N2O3S	[M - H2O + H]+	C17H25N2O2S+	54.565	50.965	3.599	16	0.994	0.763	0.763	-56078.770		321.163	339	592790157369691962	592789445365573239	622
1	C17H21NO4	[M + H3N + H]+	C17H25N2O4+	63.789	63.789	0.000	19	0.947	2.356	2.356	-0.977		321.181	275	592790150969181832	592789445432682108	623
1	C17H21NO4	[M + H3N + H]+	C17H25N2O4+	120.958	114.819	6.139	32	0.761	2.598	2.598	-0.385		321.181	288	592790152865008087	592789445491402369	624
1	C18H25NO3	[M + H3N + H]+	C18H29N2O3+	76.269	72.469	3.800	22	0.953	2.627	2.627	-0.527		321.217	258	592790289049880179	592789445554316934	625
1	C20H34O4	[M - H2O + H]+	C20H33O3+	267.085	263.192	3.893	57	0.964	0.543	0.624	-56065.243		321.242	612	592791886073099659	592789445625620107	626
1	C20H34O4	[M - H2O + H]+	C20H33O3+	271.062	267.186	3.876	59	1.000	-1.282	1.301	-56065.079		321.243	652	592792451742109588	592789445688534672	627
1	C17H25NO6	[M - H2O + H]+	C17H24NO5+	58.025	54.181	3.844	19	0.989	2.969	2.969	-55904.897		322.165	298	592790203100195775	592789445755643541	629
1	C17H20O5	[M + H3N + H]+	C17H24NO5+	53.047	49.252	3.795	25	0.938	2.407	2.407	-0.029		322.165	306	592790315222338965	592789445826946714	630
1	C18H29NO5	[M - H2O + H]+	C18H28NO4+	40.100	36.304	3.796	16	0.970	2.840	2.840	-55898.668		322.201	378	592790512010703849	592789445898249887	631
1	C18H29NO5	[M - H2O + H]+	C18H28NO4+	56.670	52.935	3.735	15	0.990	2.123	2.123	-55898.209		322.201	310	592790150054823234	592789445952775844	632
1	C19H33NO2S	[M - H2O + H]+	C19H32NOS+	15.959	12.111	3.849	3	1.000	-1.895	1.895	-55895.624		322.220	454	592791008872154933	592789446011496105	633
1	C19H33NO4	[M - H2O + H]+	C19H32NO3+	18.316	14.442	3.873	10	0.976	2.121	2.121	-55892.276		322.238	431	592790784070040753	592789446066022062	634
1	C19H33NO4	[M - H2O + H]+	C19H32NO3+	13.601	9.921	3.680	6	0.740	2.554	2.554	-55893.488		322.237	483	592791048621574500	592789446128936627	635
1	C17H23NO4	[M + H3N + H]+	C17H27N2O4+	87.349	83.598	3.751	18	0.742	2.503	2.503	-0.383		323.196	320	592790275670050006	592789446187656888	636
1	C14H30N2O6	[M + H]+	C14H31N2O6+	16.046	12.374	3.672	1	0.990	0.149	0.149	0.176		323.218	74	592790045620824453	592789446246377149	637
1	C19H30O4	[M + H]+	C19H31O4+	286.039	282.287	3.752	55	0.991	-1.440	1.440	0.322		323.222	518	592791174396171142	592789446309291714	638
1	C19H30O4	[M + H]+	C19H31O4+	59.254	55.441	3.812	13	0.998	0.133	0.614	0.075		323.222	610	592791862459167826	592789446376400583	639
1	C17H27NO4S	[M - H2O + H]+	C17H26NO3S+	57.934	54.152	3.782	20	0.991	0.955	0.955	-55560.446		324.163	375	592790454620036822	592789446443509452	641
1	C22H31NO2	[M - H2O + H]+	C22H30NO+	19.607	15.716	3.891	5	1.000	-0.831	1.472	-55548.228		324.232	492	592791269636233333	592789446506424017	643
1	C20H34O2	[M + H3N + H]+	C20H38NO2+	59.559	55.902	3.656	15	0.711	-3.510	3.510	0.660		324.290	660	592792246460287383	592789446577727190	644
1	C19H32O4	[M + H]+	C19H33O4+	321.181	317.337	3.844	54	0.994	0.503	0.673	0.289		325.237	539	592791456253403078	592789446644836059	645
1	C19H34O5	[M - H2O + H]+	C19H33O4+	70.169	66.416	3.753	17	0.978	-2.065	2.065	-55376.345		325.237	581	592791592392124005	592789446724527840	646
1	C19H32O4	[M + H]+	C19H33O4+	284.107	280.507	3.600	56	0.991	-2.691	2.691	0.443		325.237	555	592791444513545967	592789446787442405	647
1	C21H29NO3	[M - H2O + H]+	C21H28NO2+	32.638	28.726	3.913	9	1.000	1.236	1.236	-55211.531		326.211	380	592790452883594313	592789446846162666	648
1	C22H44	[M + H3N + H]+	C22H48N+	17.476	11.131	6.344	4	0.900	2.113	2.113	-0.389		326.378	596	592791765214228032	592789446904882927	649
1	C26H18O2	[M - H4O2 + H]+	C26H15+	135.310	135.310	0.000	31	0.984	1.713	1.878	-110119.213		327.116	410	592790936646239535	592789446963603188	650
1	C14H30O8	[M + H]+	C14H31O8+	25.227	21.442	3.785	4	1.000	-2.730	2.730	0.048		327.201	210	592790142421187500	592789447018129145	651
1	C18H30O5	[M + H]+	C18H31O5+	32.778	26.579	6.199	4	1.000	0.387	0.394	0.793		327.217	548	592791461118795843	592789447076849406	652
1	C19H34O4	[M + H]+	C19H35O4+	152.603	146.322	6.280	37	1.000	0.605	0.605	-0.080		327.253	578	592791620405880737	592789447131375363	653
1	C19H34O4	[M + H]+	C19H35O4+	174.299	170.520	3.779	45	0.987	-0.393	0.492	0.257		327.253	566	592791743462567126	592789447185901320	654
1	C16H27NO5S	[M - H2O + H]+	C16H26NO4S+	13.014	9.325	3.689	3	0.995	0.489	0.489	-54884.049		328.158	327	592790203083418492	592789447244621581	655
1	C14H30O7	[M + H3N + H]+	C14H34NO7+	34.907	31.171	3.736	6	1.000	-0.359	0.904	0.186		328.233	195	592790119608366995	592789447307536146	656
1	C19H36O4	[M + H]+	C19H37O4+	183.286	179.492	3.793	45	0.984	-0.012	1.116	0.559		329.269	620	592791947985222282	592789447366256407	657
1	C17H17NO7	[M - H2O + H]+	C17H16NO6+	54.721	51.413	3.308	15	0.912	-0.546	0.849	-54560.385		330.098	142	592790072577626658	592789447424976668	658
1	C20H24OS	[M + H3N + H]+	C20H28NOS+	215.452	211.634	3.817	51	0.898	3.042	3.042	-0.702		330.188	618	592791956227029757	592789447479502625	659
1	C20H31NO5	[M - H4O2 + H]+	C20H28NO3+	114.014	110.118	3.896	55	0.976	2.208	2.208	-109087.089		330.206	428	592790926198228166	592789447538222886	660
1	C22H39NO3	[M - H4O2 + H]+	C22H36NO+	29.275	22.861	6.414	15	0.981	2.396	2.396	-109062.855		330.279	512	592791239726651247	592789447596943147	661
1	C20H43NO2	[M + H]+	C20H44NO2+	70.472	66.758	3.713	14	0.822	1.235	1.508	1.223		330.337	552	592791431897079262	592789447651469104	662
1	C18H18O4S	[M + H]+	C18H19O4S+	72.276	68.470	3.807	28	0.686	2.444	2.444	-0.805		331.100	503	592791154368369198	592789447710189365	663
1	C16H16N3O3S	[M + H]+	C16H17N3O3S+	87.604	84.754	2.850	29	0.894	2.618	2.618	3.401		331.100	523	592791198395979191	592789447768909626	664
1	C13H16N4O5	[M + Na]+	C13H16N4NaO5+	91.107	88.395	2.713	31	0.987	2.646	2.771	-4.531		331.100	468	592791033849235615	592789447836018495	665
1	C16H30N2O5	[M + H]+	C16H31N2O5+	17.924	14.196	3.728	3	1.000	-3.012	3.012	0.246		331.223	74	592790048451981907	592789447898933060	668
1	C21H32O4	[M - H2O + H]+	C21H31O3+	314.039	310.347	3.693	58	0.995	-1.523	1.604	-54374.696		331.227	554	592791457163567072	592789447961847625	669
1	C21H32O4	[M - H2O + H]+	C21H31O3+	293.320	289.568	3.752	57	0.989	-2.256	2.256	-54374.792		331.227	511	592791253895010264	592789448024762190	670
1	C20H27NO2	[M + H3N + H]+	C20H31N2O2+	46.363	42.551	3.812	16	0.995	1.979	1.979	-0.225		331.238	406	592790819356720840	592789448104453971	671
1	C22H38O4	[M - H4O2 + H]+	C22H35O2+	301.077	297.434	3.643	57	0.988	-1.410	1.413	-108738.301		331.263	654	592792578061964495	592789448171562840	672
1	C19H38O4	[M + H]+	C19H39O4+	82.033	78.195	3.838	21	0.992	-0.073	0.382	0.766		331.285	658	592792395521658245	592789448238671709	673
