formulaRank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	mappingFeatureId
1	C26H42O15	[M + Na]+	C26H42NaO15+	66.308	66.308	0.000	14	0.817	-5.467	5.467	-2.578		617.240	688	592792999899898280	592789504903723259	1623
1	C30H48O12	[M + H3N + H]+	C30H52NO12+	75.272	68.303	6.969	21	1.000	2.224	2.224	-0.263		618.348	587	592791696356338480	592789504962443520	1624
1	C35H42O12	[M - H4O2 + H]+	C35H39O10+	49.796	43.780	6.017	22	0.953	1.908	1.908	-58166.085		619.255	688	592792983294648519	592789505016969477	1625
1	C33H59N5O7	[M - H2O + H]+	C33H58N5O6+	104.483	98.149	6.333	39	0.993	3.129	3.129	-29031.505		620.437	623	592791965471275890	592789505071495434	1626
1	C40H54O4	[M + Na]+	C40H54NaO4+	52.971	52.971	0.000	12	0.971	-0.651	0.872	-0.130		621.391	686	592793072356500540	592789505126021391	1627
1	C37H71NO8	[M - H4O2 + H]+	C37H68NO6+	66.422	66.422	0.000	48	0.896	-0.588	0.931	-57863.943		622.505	659	592792550144676726	592789505184741652	1628
1	C27H42O16	[M + H]+	C27H43O16+	118.929	118.929	0.000	34	0.959	-6.034	6.034	-7.111		623.250	647	592792168878245153	592789505239267609	1629
1	C34H40O12	[M - H2O + H]+	C34H39O11+	82.502	76.923	5.579	20	0.976	0.603	0.869	-28894.954		623.250	660	592792372075498728	592789505297987870	1630
1	C33H39N3O6S	[M + H3N + H]+	C33H43N4O6S+	140.134	140.134	0.000	48	0.799	-6.574	6.574	-6.871		623.286	319	592790891410670012	592789505352513827	1631
1	C35H44O11	[M - H2O + H]+	C35H43O10+	69.624	63.570	6.054	16	0.982	1.634	1.634	-28894.415		623.286	694	592793043155755771	592789505415428392	1632
1	C30H48O12	[M + Na]+	C30H48NaO12+	7.228	4.476	2.753	0	0.000	-0.303	0.303	-0.301		623.304	587	592791707521575853	592789505474148653	1633
1	C37H69NO6	[M + H]+	C37H70NO6+	68.826	68.826	0.000	52	0.942	-0.429	0.621	0.424		624.520	660	592792561372828647	592789505541257522	1634
1	C25H46O16	[M + Na]+	C25H46NaO16+	99.074	99.074	0.000	31	0.969	-4.490	4.490	-3.064		625.266	677	592793078111085659	592789505604172087	1635
1	C33H46O10	[M + Na]+	C33H46NaO10+	27.447	27.447	0.000	16	0.944	6.059	6.059	6.336		625.302	674	592792851786439904	592789505662892348	1636
1	C34H60NO7P	[M + H]+	C34H61NO7P+	11.071	11.071	0.000	6	0.992	2.980	2.980	0.405		626.418	678	592792954177789640	592789505725806913	1637
1	C37H75NO8	[M - H4O2 + H]+	C37H72NO6+	48.353	39.540	8.813	31	0.837	-0.742	0.755	-57492.340		626.536	661	592792290013940387	592789505784527174	1638
1	C30H42N6O11	[M - H4O2 + H]+	C30H39N6O9+	8.879	5.169	3.710	2	1.000	-5.981	5.981	-57425.435		627.277	319	592790272260080214	592789505839053131	1639
1	C28H35N3O11	[M + K]+	C28H35KN3O11+	31.365	31.365	0.000	13	0.996	1.277	4.810	7.439		628.195	695	592793341215582047	592789505897773392	1641
1	C34H64NO8P	[M - H2O + H]+	C34H63NO7P+	16.277	16.277	0.000	7	0.982	3.174	3.174	-28658.906		628.434	716	592793053268222798	592789505952299349	1642
1	C34H64NO8P	[M - H2O + H]+	C34H63NO7P+	30.763	24.769	5.994	9	0.985	2.445	2.445	-28659.250		628.434	779	592793802467389147	592789506006825306	1643
1	C33H67NO8	[M + Na]+	C33H67NNaO8+	29.338	29.338	0.000	11	0.980	-1.742	2.548	3.439		628.478	671	592792675374012525	592789506061351263	1644
1	C28H49NO12	[M + K]+	C28H49KNO12+	10.789	10.789	0.000	7	0.577	0.454	1.122	0.216		630.289	537	592791435445460552	592789506120071524	1645
1	C37H52O7	[M + Na]+	C37H52NaO7+	60.153	60.153	0.000	26	0.920	3.876	3.876	3.873		631.363	661	592792327829785734	592789506174597481	1646
1	C31H60N4O10	[M - H2O + H]+	C31H59N4O9+	21.424	21.424	0.000	17	0.961	3.760	4.612	-28526.502		631.426	629	592791999206063451	592789506241706350	1647
1	C43H60O2	[M + Na]+	C43H60NaO2+	21.108	14.704	6.404	1	0.822	-1.100	1.100	-2.125		631.447	503	592791148802527647	592789506300426611	1648
1	C42H70N2O4	[M - H4O2 + H]+	C42H67N2O2+	7.421	7.421	0.000	2	1.000	0.835	1.084	-57039.066		631.520	523	592791252808685500	592789506359146872	1649
1	C30H30N2O11	[M + K]+	C30H30KN2O11+	53.899	53.899	0.000	39	0.766	-0.035	4.507	2.720		633.150	697	592793955932778252	592789506417867133	1650
1	C26H42O16	[M + Na]+	C26H42NaO16+	58.463	58.463	0.000	24	0.961	-5.238	5.238	-3.689		633.234	718	592793368591804273	592789506476587394	1651
1	C34H63N5O8	[M - H4O2 + H]+	C34H60N5O6+	121.684	121.684	0.000	48	0.976	1.699	1.776	-56776.823		634.453	653	592792427842965146	592789506531113351	1652
1	C35H40O12	[M - H2O + H]+	C35H39O11+	44.281	38.406	5.874	17	0.910	0.652	0.694	-28349.543		635.250	678	592792962084052895	592789506589833612	1653
1	C38H58N2O8	[M - H4O2 + H]+	C38H55N2O6+	16.139	9.159	6.980	4	1.000	2.714	2.714	-56690.046		635.405	418	592790813337894449	592789506644359569	1654
1	C37H65N7O4	[M - H4O2 + H]+	C37H62N7O2+	121.757	121.757	0.000	42	0.845	1.646	1.646	-56587.421		636.499	657	592792388181626112	592789506698885526	1655
1	C38H69NO6	[M + H]+	C38H70NO6+	70.047	70.047	0.000	51	0.926	-0.713	0.740	0.777		636.520	659	592792403012685305	592789506757605787	1656
1	C35H42O12	[M - H2O + H]+	C35H41O11+	55.547	55.547	0.000	18	0.976	1.207	1.483	-28260.553		637.265	675	592792601608787526	592789506820520352	1657
1	C30H37N3O10	[M + K]+	C30H37KN3O10+	15.762	15.762	0.000	2	0.574	3.057	3.057	7.533		638.216	737	592793586452344123	592789506875046309	1658
1	C38H68O6	[M + H3N + H]+	C38H72NO6+	118.399	118.399	0.000	50	0.906	-0.337	0.616	0.493		638.536	660	592792480695390544	592789506929572266	1659
1	C28H48O17	[M - H2O + H]+	C28H47O16+	58.749	58.749	0.000	22	0.965	-9.450	9.450	-28180.120		639.281	681	592793079528760453	592789506988292527	1660
1	C35H44O12	[M - H2O + H]+	C35H43O11+	121.435	115.412	6.023	43	0.947	2.348	2.348	-28170.579		639.282	686	592792982363512970	592789507042818484	1661
1	C38H75NO7	[M - H2O + H]+	C38H74NO6+	53.344	42.434	10.910	35	0.953	-0.750	0.832	-28117.579		640.551	662	592792727681178242	592789507097344441	1662
1	C30H50O12	[M + K]+	C30H50KO12+	71.022	71.022	0.000	31	0.904	3.515	3.515	5.528		641.297	587	592791820147028159	592789507156064702	1663
1	C42H56O5	[M + H]+	C42H57O5+	226.584	224.201	2.383	55	0.977	-0.262	0.726	0.123		641.420	690	592793244910167763	592789507210590659	1664
1	C38H61NO8	[M - H2O + H]+	C38H60NO7+	19.464	12.454	7.011	4	1.000	-0.741	0.755	-28034.813		642.436	626	592791936492829029	592789507269310920	1665
1	C38H61NO8	[M - H2O + H]+	C38H60NO7+	27.467	20.427	7.040	6	0.986	1.133	1.133	-28035.389		642.436	625	592791912979560235	592789507323836877	1666
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	39.589	39.589	0.000	23	0.927	-2.324	2.324	2.684		643.517	600	592791834915173052	592789507382557138	1667
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	41.104	35.102	6.002	20	0.928	-1.358	1.375	2.746		643.517	600	592791764165651958	592789507437083095	1668
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	43.584	37.814	5.770	23	0.924	-2.834	2.834	3.616		643.518	563	592791721647991895	592789507495803356	1669
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	33.475	33.475	0.000	23	0.946	-1.595	1.988	2.544		643.517	550	592791519243461508	592789507554523617	1670
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	44.603	38.488	6.115	21	0.930	-2.778	2.778	2.497		643.517	621	592792083356385378	592789507613243878	1671
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	44.468	38.405	6.062	21	0.930	-2.677	2.677	2.466		643.517	621	592791943807695366	592789507667769835	1672
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	39.251	33.481	5.770	20	0.921	-2.140	2.140	3.616		643.518	563	592791623249618928	592789507726490096	1673
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	39.869	33.874	5.994	20	0.934	-3.203	3.203	2.715		643.517	653	592792468083118154	592789507793598965	1674
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	39.382	39.382	0.000	23	0.940	-2.165	2.165	2.746		643.517	639	592792130798158601	592789507860707834	1675
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	40.079	40.079	0.000	24	0.918	-2.539	2.539	2.684		643.517	542	592791479577928187	592789507927816703	1676
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	44.420	38.645	5.775	21	0.931	-2.195	2.195	2.590		643.517	643	592792119754556001	592789507986536964	1677
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	44.740	38.823	5.916	21	0.942	-2.492	2.492	2.186		643.517	609	592791868259890310	592789508045257225	1678
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	37.701	37.701	0.000	21	0.927	-3.089	3.089	2.497		643.517	580	592791715805326349	592789508099783182	1679
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	44.880	39.643	5.237	23	0.926	-2.152	2.152	2.653		643.517	578	592791673484798472	592789508158503443	1680
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	44.548	38.738	5.810	21	0.933	-2.534	2.534	2.575		643.517	639	592792155125122225	592789508217223704	1681
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	45.263	39.541	5.722	23	0.938	-2.366	2.366	2.575		643.517	778	592793485432531903	592789508280138269	1682
1	C38H58O7	[M + H3N + H]+	C38H62NO7+	31.962	25.070	6.892	8	0.840	-1.775	1.775	-0.232		644.452	644	592792144656139217	592789508334664226	1683
1	C38H58O7	[M + H3N + H]+	C38H62NO7+	67.823	60.924	6.899	21	0.683	-0.499	1.287	0.373		644.452	633	592792120421450362	592789508393384487	1684
1	C36H58N4O5	[M + H3N + H]+	C36H62N5O5+	97.676	97.676	0.000	38	0.823	-2.938	3.177	-2.151		644.473	627	592792080407789643	592789508452104748	1685
1	C34H72NO6P	[M + Na]+	C34H72NNaO6P+	18.315	13.466	4.849	8	0.997	1.882	1.882	-7.814		644.494	663	592792700309150283	592789508510825009	1686
1	C31H62N8O5	[M + H3N + H]+	C31H66N9O5+	26.429	26.429	0.000	22	0.928	-2.812	2.812	4.076		644.521	639	592792232749107256	592789508573739574	1687
1	C31H62N8O5	[M + H3N + H]+	C31H66N9O5+	20.734	20.734	0.000	19	0.920	-2.272	2.798	4.076		644.521	639	592792216789780355	592789508632459835	1688
1	C39H71NO8	[M - H4O2 + H]+	C39H68NO6+	66.955	66.955	0.000	44	0.838	-2.028	2.028	-55716.775		646.504	655	592792472239673508	592789508691180096	1689
1	C33H44N4O8	[M + Na]+	C33H44N4NaO8+	45.402	41.545	3.857	22	0.979	0.808	1.991	2.742		647.307	473	592791020813338483	592789508749900357	1690
1	C31H43N7O7	[M + Na]+	C31H43N7NaO7+	74.623	74.623	0.000	36	0.996	3.227	3.227	1.377		648.313	383	592790691753408990	592789508808620618	1691
1	C37H55NO7	[M + Na]+	C37H55NNaO7+	38.729	38.729	0.000	18	0.969	3.635	3.635	4.575		648.390	671	592792611201160793	592789508863146575	1692
1	C39H71NO6	[M + H]+	C39H72NO6+	72.418	72.418	0.000	47	0.892	-0.734	0.790	0.806		650.536	660	592792297416886997	592789508921866836	1693
1	C33H44N2O7S	[M + K]+	C33H44KN2O7S+	69.262	69.262	0.000	46	0.791	1.942	1.942	2.686		651.252	413	592791222773274301	592789508976392793	1694
1	C39H73NO6	[M + H]+	C39H74NO6+	113.174	113.174	0.000	56	0.967	-0.711	0.758	-0.208		652.551	661	592792940764405330	592789509035113054	1695
1	C36H46O12	[M - H2O + H]+	C36H45O11+	65.055	59.234	5.822	19	0.994	0.947	1.100	-27566.373		653.297	704	592793203415918159	592789509093833315	1696
1	C36H46O12	[M - H2O + H]+	C36H45O11+	63.660	57.497	6.163	18	0.970	0.650	0.650	-27565.980		653.297	694	592793140077733261	592789509148359272	1697
1	C39H79NO8	[M - H4O2 + H]+	C39H76NO6+	92.688	85.975	6.713	51	0.929	-1.968	1.968	-55031.453		654.566	662	592792637100988178	592789509202885229	1698
1	C36H48O12	[M - H2O + H]+	C36H47O11+	52.879	52.879	0.000	29	0.788	3.803	4.948	-27481.347		655.313	642	592792207470036692	592789509261605490	1699
1	C23H39N9O8S2	[M + Na]+	C23H39N9NaO8S2+	33.915	33.915	0.000	9	0.640	3.266	3.266	1.612		656.227	695	592793131135477017	592789509316131447	1700
1	C36H68NO8P	[M - H2O + H]+	C36H67NO7P+	24.956	24.956	0.000	13	0.987	1.903	1.903	-27434.660		656.466	778	592793478759394171	592789509374851708	1701
1	C38H75NO8	[M - H2O + H]+	C38H74NO7+	9.124	9.124	0.000	7	0.992	0.122	0.514	-27432.626		656.546	760	592793416213932339	592789509429377665	1702
1	C36H73N4O7	[M - H2O + H]+	C36H72N4O6+	49.235	49.235	0.000	32	0.978	2.322	2.322	-27429.877		656.546	660	592792533845611290	592789509488097926	1703
1	C38H75NO8	[M - H2O + H]+	C38H74NO7+	14.321	7.525	6.796	7	0.992	-1.674	1.674	-27432.063		656.546	747	592793461432724117	592789509542623883	1704
1	C36H42O9	[M + K]+	C36H42KO9+	52.214	52.214	0.000	14	0.929	1.372	1.755	2.874		657.248	732	592793532526177489	592789509601344144	1705
1	C35H49NO12	[M - H2O + H]+	C35H48NO11+	10.790	10.790	0.000	6	0.647	-0.816	0.992	-27361.869		658.320	562	592791651485673572	592789509655870101	1706
1	C37H68O6S	[M + H3N + H]+	C37H72NO6S+	47.998	47.998	0.000	9	0.990	1.963	1.963	4.197		658.510	674	592792590934283713	592789509714590362	1707
1	C42H58O6	[M + H]+	C42H59O6+	91.974	91.974	0.000	49	0.960	-2.457	2.742	0.294		659.431	669	592792843544632471	592789509769116319	1708
1	C32H59N5O8	[M + H3N + H]+	C32H63N6O8+	49.477	42.542	6.936	12	0.910	2.851	2.851	0.471		659.471	590	592791868389913761	592789509827836580	1709
1	C36H68NO6P	[M + H3N + H]+	C36H72N2O6P+	72.621	65.776	6.844	33	0.946	1.542	1.542	-0.275		659.512	644	592792174678967694	592789509882362537	1710
1	C36H68NO6P	[M + H3N + H]+	C36H72N2O6P+	72.550	65.564	6.986	33	0.923	1.623	1.623	-0.108		659.512	646	592792171428382051	592789509941082798	1711
1	C36H68NO6P	[M + H3N + H]+	C36H72N2O6P+	74.253	74.253	0.000	39	0.958	1.589	1.589	0.195		659.512	591	592791854955557793	592789509995608755	1712
1	C36H68NO6P	[M + H3N + H]+	C36H72N2O6P+	76.600	69.899	6.701	36	0.949	1.648	1.648	-0.214		659.512	620	592791934890604783	592789510058523320	1713
1	C36H68NO6P	[M + H3N + H]+	C36H72N2O6P+	72.224	65.272	6.952	33	0.943	1.630	1.630	-0.108		659.512	628	592791972240882802	592789510121437885	1714
1	C36H68NO6P	[M + H3N + H]+	C36H72N2O6P+	80.759	73.922	6.836	39	0.958	1.712	1.712	-0.153		659.512	609	592791890363872761	592789510192741058	1715
1	C36H68NO6P	[M + H3N + H]+	C36H72N2O6P+	66.055	66.055	0.000	32	0.951	1.606	1.606	-0.441		659.512	778	592793410455152878	592789510251461319	1716
1	C36H68NO6P	[M + H3N + H]+	C36H72N2O6P+	61.973	61.973	0.000	34	0.960	1.876	1.876	-0.108		659.512	628	592791946668210798	592789510310181580	1717
1	C36H68NO6P	[M + H3N + H]+	C36H72N2O6P+	71.974	65.488	6.486	33	0.953	1.788	1.788	-0.108		659.512	560	592791425714674983	592789510364707537	1718
1	C38H71NO6	[M + Na]+	C38H71NNaO6+	113.941	108.517	5.424	47	0.899	-0.739	0.908	3.240		660.520	656	592792305235069804	592789510423427798	1719
1	C28H36O18	[M + H]+	C28H37O18+	8.890	8.890	0.000	1	0.990	-6.500	6.500	-7.185		661.193	468	592791031089383539	592789510477953755	1720
1	C36H50N2O7	[M + K]+	C36H50KN2O7+	52.390	52.390	0.000	31	0.941	-1.617	1.617	-3.599		661.323	487	592791122571349768	592789510536674016	1721
1	C41H73N3O	[M + K]+	C41H73KN3O+	89.171	89.171	0.000	54	0.954	-0.560	1.170	-3.807		662.536	659	592792480548589866	592789510595394277	1722
1	C40H55NO6	[M + H3N + H]+	C40H59N2O6+	7.369	7.369	0.000	2	0.995	2.715	2.715	0.009		663.437	434	592790775584963570	592789510654114538	1723
1	C49H58O	[M + H]+	C49H59O+	32.098	32.098	0.000	6	0.977	-2.813	2.813	-3.788		663.454	776	592793610661866955	592789510708640495	1724
1	C35H63N5O8	[M - H2O + H]+	C35H62N5O7+	111.378	105.137	6.241	38	0.936	3.604	3.604	-27107.808		664.463	622	592791960094178126	592789510763166452	1725
1	C38H75NO6	[M + Na]+	C38H75NNaO6+	146.814	146.814	0.000	52	0.968	2.234	2.238	4.274		664.552	660	592792534504117055	592789510821886713	1726
1	C37H64NO7P	[M + H]+	C37H65NO7P+	15.746	15.746	0.000	6	0.982	2.733	2.733	-0.370		666.449	639	592792123265188553	592789510876412670	1727
1	C40H75NO6	[M + H]+	C40H76NO6+	99.346	99.346	0.000	52	0.956	-0.840	0.853	0.457		666.567	662	592792625780561639	592789510935132931	1728
1	C29H31N9O7S	[M + H3N + H]+	C29H35N10O7S+	72.615	72.615	0.000	31	0.955	-0.031	0.373	-0.960		667.240	279	592790499260019533	592789510989658888	1729
1	C29H59NO14	[M + Na]+	C29H59NNaO14+	31.021	31.021	0.000	11	0.938	6.624	6.624	3.970		668.385	529	592791184663827690	592789511044184845	1730
1	C37H68NO8P	[M - H2O + H]+	C37H67NO7P+	21.592	21.592	0.000	9	0.990	3.395	3.395	-26942.749		668.465	659	592792298255747827	592789511102905106	1731
1	C37H68NO8P	[M - H2O + H]+	C37H67NO7P+	16.220	16.220	0.000	7	0.984	2.527	2.527	-26943.517		668.465	779	592793801230069443	592789511157431063	1732
1	C41H79N3O	[M + K]+	C41H79KN3O+	66.514	66.514	0.000	39	0.578	0.053	0.875	-4.102		668.583	662	592792669510375399	592789511211957020	1733
1	C41H83NO6	[M - H2O + H]+	C41H82NO5+	20.850	14.231	6.619	3	0.993	-0.270	1.005	-26935.945		668.619	663	592792783809354630	592789511270677281	1734
1	C36H54N4O9	[M - H2O + H]+	C36H53N4O8+	8.386	8.386	0.000	3	0.990	2.050	2.050	-26905.800		669.386	286	592790190844438103	592789511325203238	1735
1	C31H56O14	[M + H3N + H]+	C31H60NO14+	26.089	26.089	0.000	6	0.921	-1.666	1.666	0.415		670.401	571	592791576478934410	592789511383923499	1737
1	C41H71NO8	[M - H4O2 + H]+	C41H68NO6+	67.036	67.036	0.000	52	0.905	-2.101	2.101	-53721.885		670.504	647	592792277724629605	592789511442643760	1738
1	C31H63NO15	[M - H2O + H]+	C31H62NO14+	22.135	22.135	0.000	7	0.956	-2.219	2.219	-26784.915		672.416	604	592791843890983655	592789511530724171	1739
1	C31H63NO15	[M - H2O + H]+	C31H62NO14+	25.802	19.009	6.794	7	0.933	-1.818	1.818	-26784.441		672.417	616	592791971745954867	592789511585250128	1740
1	C44H69NO6	[M - H4O2 + H]+	C44H66NO4+	23.699	18.409	5.290	20	0.905	-3.431	3.469	-53553.344		672.505	654	592792498827367005	592789511643970389	1741
1	C41H73NO8	[M - H4O2 + H]+	C41H70NO6+	76.709	70.322	6.387	47	0.868	-0.808	1.021	-53563.018		672.519	656	592792515747189397	592789511698496346	1742
1	C35H41NO11	[M + Na]+	C35H41NNaO11+	12.430	12.430	0.000	2	0.974	0.474	0.474	2.637		674.259	667	592792689668200829	592789511757216607	1743
1	C37H73NO10	[M - H2O + H]+	C37H72NO9+	40.462	33.508	6.955	14	0.991	-2.386	2.386	-26701.633		674.520	640	592792206564066952	592789511811742564	1744
1	C39H73NO6	[M + Na]+	C39H73NNaO6+	105.148	105.148	0.000	51	0.915	-2.317	2.406	4.181		674.536	659	592792583187404132	592789511870462825	1745
1	C36H60O10	[M + Na]+	C36H60NaO10+	10.398	10.398	0.000	1	1.000	-0.417	0.436	0.017		675.408	550	592791442559000278	592789511924988782	1747
1	C37H70O10	[M + H]+	C37H71O10+	107.295	107.295	0.000	31	0.575	1.925	1.925	5.500		675.508	641	592792208585721612	592789511983709043	1748
1	C44H88N2O3	[M - H2O + H]+	C44H87N2O2+	5.378	5.378	0.000	3	1.000	-1.639	1.639	-26655.594		675.676	732	592793392851658730	592789512038235000	1749
1	C32H39N5O9	[M + K]+	C32H39KN5O9+	150.156	150.156	0.000	53	0.956	6.898	6.898	8.257		676.244	271	592790758019218022	592789512092760957	1750
1	C28H58N12O6	[M + H3N + H]+	C28H62N13O6+	49.783	47.421	2.362	14	0.978	2.635	2.635	4.593		676.497	590	592791821078163666	592789512147286914	1751
1	C28H36O18	[M + H3N + H]+	C28H40NO18+	8.844	8.844	0.000	1	0.333	-6.875	6.875	-7.637		678.219	470	592791042590165207	592789512206007175	1752
1	C28H36O18	[M + H3N + H]+	C28H40NO18+	30.962	30.962	0.000	16	0.175	-5.829	5.829	-7.180		678.219	563	592791786470960925	592789512260533132	1753
1	C28H36O18	[M + H3N + H]+	C28H40NO18+	39.842	39.842	0.000	17	0.101	-5.162	5.162	-8.050		678.219	527	592791695152573155	592789512319253393	1754
1	C41H65N3O6	[M - H2O + H]+	C41H64N3O5+	122.361	122.361	0.000	45	0.939	1.117	1.149	-26552.836		678.479	652	592792411468402230	592789512688352150	1755
1	C39H77NO6	[M + Na]+	C39H77NNaO6+	112.122	112.122	0.000	57	0.970	-0.732	0.956	3.788		678.567	661	592792908782837152	592789512822569883	1756
1	C27H47NO16	[M + K]+	C27H47KNO16+	51.244	51.244	0.000	16	0.896	1.784	1.784	2.098		680.254	691	592793143013746086	592789512893873056	1757
1	C29H54N14O4	[M + H3N + H]+	C29H58N15O4+	22.124	22.124	0.000	5	0.052	2.339	2.339	1.217		680.480	776	592793607432252816	592789512952593317	1758
1	C30H50N18	[M + H3N + H]+	C30H54N19+	14.232	14.232	0.000	3	0.027	-1.708	1.708	0.398		680.481	758	592793504017493087	592789513011313578	1759
1	C42H79N3O	[M + K]+	C42H79KN3O+	69.669	69.669	0.000	45	0.643	-1.798	1.798	-4.514		680.582	662	592792956916670240	592789513070033839	1760
1	C38H70NO8P	[M - H2O + H]+	C38H69NO7P+	22.805	17.544	5.260	8	0.993	2.738	2.738	-26390.031		682.481	659	592792405227277850	592789513132948404	1761
1	C38H70NO8P	[M - H2O + H]+	C38H69NO7P+	42.913	42.913	0.000	15	0.993	2.480	2.480	-26389.955		682.481	659	592792413628468837	592789513187474361	1762
1	C38H70NO8P	[M - H2O + H]+	C38H69NO7P+	17.219	17.219	0.000	8	0.993	2.708	2.708	-26390.181		682.480	643	592792149030798329	592789513246194622	1763
1	C38H70NO8P	[M - H2O + H]+	C38H69NO7P+	17.885	17.885	0.000	8	0.993	2.586	2.586	-26389.324		682.481	622	592791944302623267	592789513300720579	1764
1	C38H70NO8P	[M - H2O + H]+	C38H69NO7P+	16.583	16.583	0.000	8	0.993	2.684	2.684	-26390.437		682.480	639	592792216529733472	592789513363635144	1765
1	C38H70NO8P	[M - H2O + H]+	C38H69NO7P+	34.353	34.353	0.000	7	0.977	2.495	2.495	-26390.136		682.480	778	592793376099608454	592789513422355405	1766
1	C40H75NO7	[M + H]+	C40H76NO7+	119.840	119.840	0.000	52	0.860	0.077	0.695	0.366		682.562	661	592792672614160469	592789513481075666	1767
1	C40H77NO8	[M - H2O + H]+	C40H76NO7+	21.995	21.995	0.000	16	0.982	-1.320	1.320	-26386.483		682.562	744	592793518647225493	592789513535601623	1768
1	C41H81NO7	[M - H2O + H]+	C41H80NO6+	91.875	91.875	0.000	55	0.959	-1.965	1.965	-26385.656		682.598	662	592792684265937174	592789513590127580	1769
1	C31H39N3O9S2	[M + Na]+	C31H39N3NaO9S2+	20.632	20.632	0.000	24	0.862	-2.678	2.924	2.086		684.203	713	592793200547014162	592789513648847841	1770
1	C42H73NO8	[M - H4O2 + H]+	C42H70NO6+	125.323	118.401	6.923	53	0.941	-0.774	0.915	-52622.629		684.520	652	592792470360625252	592789513703373798	1771
1	C40H79NO8	[M - H2O + H]+	C40H78NO7+	31.116	24.087	7.030	12	0.997	-1.675	1.675	-26308.746		684.577	679	592792955901648634	592789513762094059	1772
1	C40H64O11	[M - H4O2 + H]+	C40H61O9+	8.686	3.841	4.846	1	0.000	6.476	6.476	-52545.706		685.435	776	592793608761847214	592789513816620016	1773
1	C33H57N5O9	[M + H3N + H]+	C33H61N6O9+	41.149	41.149	0.000	6	0.574	2.917	2.917	-0.443		685.449	618	592791923138164720	592789513875340277	1774
1	C31H33N7O7S	[M + K]+	C31H33KN7O7S+	33.048	33.048	0.000	15	0.902	-0.392	0.770	4.306		686.182	760	592793823690567414	592789513934060538	1775
1	C42H75NO8	[M - H4O2 + H]+	C42H72NO6+	70.730	63.870	6.861	50	0.920	-1.131	1.260	-52467.916		686.535	657	592792527285719794	592789513988586495	1776
1	C27H61N17O4	[M + H]+	C27H62N17O4+	13.247	10.996	2.250	9	0.995	1.306	1.306	4.749		688.520	663	592792787118660562	592789514043112452	1778
1	C40H75NO6	[M + Na]+	C40H75NNaO6+	124.840	124.840	0.000	48	0.934	0.739	0.888	4.125		688.552	659	592792390794677537	592789514101832713	1779
1	C33H52O14	[M + H3N + H]+	C33H56NO14+	131.599	131.599	0.000	48	0.986	-0.968	0.968	-0.278		690.369	511	592791305589807552	592789514164747278	1780
1	C33H52O14	[M + H3N + H]+	C33H56NO14+	145.472	145.472	0.000	54	0.976	-0.723	0.812	0.345		690.370	500	592791302670571925	592789514227661843	1781
1	C37H73NO11	[M - H2O + H]+	C37H72NO10+	59.310	59.310	0.000	35	0.922	-0.022	0.375	-26083.085		690.515	646	592792563541283842	592789514286382104	1782
1	C33H54O14	[M + H3N + H]+	C33H58NO14+	95.122	95.122	0.000	46	0.962	1.216	1.283	-2.718		692.383	513	592791322769676887	592789514340908061	1783
1	C33H54O14	[M + H3N + H]+	C33H58NO14+	60.767	53.768	6.999	27	0.987	-0.340	0.625	-0.205		692.385	524	592791308433545681	592789514395434018	1784
1	C33H56O14	[M + H3N + H]+	C33H60NO14+	44.693	37.829	6.864	12	0.990	-0.713	0.713	-0.421		694.401	560	592791408442531016	592789514454154279	1785
1	C33H56O14	[M + H3N + H]+	C33H60NO14+	48.151	48.151	0.000	14	0.991	-0.249	0.566	-0.219		694.401	547	592791487983313628	592789514512874540	1786
1	C33H52O14	[M + Na]+	C33H52NaO14+	7.571	7.571	0.000	1	0.590	-0.007	0.021	-0.025		695.325	511	592791433729990118	592789514571594801	1787
1	C33H58O14	[M + H3N + H]+	C33H62NO14+	46.459	46.459	0.000	14	0.970	-0.544	0.566	0.112		696.417	575	592791753386290483	592789514626120758	1788
1	C33H58O14	[M + H3N + H]+	C33H62NO14+	48.818	41.918	6.900	11	0.990	-0.314	0.325	-0.060		696.416	590	592791759346396524	592789514680646715	1789
